ID_MISSION;ID_PERSONNEL;NOM_PERSONNEL;PRENOM_PERSONNEL;DATE_MISSION;TYPE_MISSION;VILLE_DEPART;PAYS_DEPART;VILLE_DESTINATION;PAYS_DESTINATION;TRANSPORT;ALLER_RETOUR
BERLIN_202607310;KeyPers_Berlin_1233159;Name3159;FistName3159;2026-07-31 21:45:41;Konferenz;Berlin;Allemagne;Dubaï;Emirats;Avion;oui
BERLIN_202607311;KeyPers_Berlin_1230248;Name248;FistName248;2026-07-31 11:41:41;Meeting;Berlin;Allemagne;Vancouver;Canada;Avion;oui
BERLIN_202607312;KeyPers_Berlin_1231811;Name1811;FistName1811;2026-07-31 21:44:51;Entwicklung;Berlin;Allemagne;Stockholm;Suède;Avion;oui
BERLIN_202607313;KeyPers_Berlin_1231065;Name1065;FistName1065;2026-07-31 14:48:28;Schulung;Shanghai;China;Buenos Aires;Argentina;Avion;oui
BERLIN_202607314;KeyPers_Berlin_1231506;Name1506;FistName1506;2026-07-31 21:40:59;Konferenz;Berlin;Allemagne;Osaka;Japan;Avion;oui
BERLIN_202607315;KeyPers_Berlin_1232826;Name2826;FistName2826;2026-07-31 20:50:28;Konferenz;Berlin;Allemagne;Melbourne;Australia;Avion;oui
BERLIN_202607316;KeyPers_Berlin_1231987;Name1987;FistName1987;2026-07-31 22:07:01;Schulung;New-York;USA;Washington;USA;Avion;oui
BERLIN_202607317;KeyPers_Berlin_1230486;Name486;FistName486;2026-07-31 23:08:18;Entwicklung;Berlin;Allemagne;Vancouver;Canada;Avion;oui
BERLIN_202607318;KeyPers_Berlin_1232897;Name2897;FistName2897;2026-07-31 17:12:07;Meeting;Paris;France;Sao Paulo;Brazil;Avion;oui
BERLIN_202607319;KeyPers_Berlin_1233000;Name3000;FistName3000;2026-07-31 19:42:07;Konferenz;Berlin;Allemagne;Tunis;Tunisie;Avion;oui
BERLIN_2026073110;KeyPers_Berlin_1230026;Name26;FistName26;2026-07-31 12:07:47;Geschäftstreffen;Berlin;Allemagne;Montreal;Canada;Avion;oui
BERLIN_2026073111;KeyPers_Berlin_1230854;Name854;FistName854;2026-07-31 21:26:06;Konferenz;Berlin;Allemagne;Berlin;Allemagne;Transports en commun;oui
BERLIN_2026073112;KeyPers_Berlin_1231332;Name1332;FistName1332;2026-07-31 04:08:47;Meeting;Berlin;Allemagne;Compiègne;France;Avion;oui
BERLIN_2026073113;KeyPers_Berlin_1230533;Name533;FistName533;2026-07-31 16:28:33;Meeting;Berlin;Allemagne;Stockholm;Suède;Avion;oui
BERLIN_2026073114;KeyPers_Berlin_1233942;Name3942;FistName3942;2026-07-31 16:04:45;Entwicklung;Berlin;Allemagne;Sao Paulo;Brazil;Avion;oui
BERLIN_2026073115;KeyPers_Berlin_1233873;Name3873;FistName3873;2026-07-31 20:42:08;Geschäftstreffen;Berlin;Allemagne;Lima;Peru;Avion;oui
BERLIN_2026073116;KeyPers_Berlin_1231199;Name1199;FistName1199;2026-07-31 10:21:55;Geschäftstreffen;Berlin;Allemagne;Auckland;New Zealand;Avion;oui
BERLIN_2026073117;KeyPers_Berlin_1232241;Name2241;FistName2241;2026-07-31 02:08:04;Meeting;Berlin;Allemagne;Stockholm;Suède;Avion;oui
BERLIN_2026073118;KeyPers_Berlin_1233693;Name3693;FistName3693;2026-07-31 09:50:29;Konferenz;Berlin;Allemagne;Alger;Algeria;Avion;oui
BERLIN_2026073119;KeyPers_Berlin_1232546;Name2546;FistName2546;2026-07-31 07:19:39;Entwicklung;Berlin;Allemagne;Oslo;Norvège;Avion;oui
